content,score,Label
"gw apus download bae ini kerjaan ny, gara2 g bisa di buka apk ny. buka tiktok lancar bgt gw kek bru gajian, tp nih apk minta ny g ada koneksi internet bae, bru juga isi kuota 60gb telkomsel lgi gw pke ny. mana bug ny parah bgt apalagi klo g sengaja buka live. hadeh.",1,-1
saya kalo cari barang dan belanja pasti ke Shopie Pengiriman cepat gratis ongkir kalo gratis ongkir sih tidak lah yaa cuma bisa bilang ada keringanan ongkir masalah cepat lambat sampai ke tujuan itu tidak tentu kadang cepat kadang lambat tapi kebanyakan lambat melebihi 2minggu,5,1
"Saya secara pribadi suka berbelanja secara online menggunakan shopee, tetapi tolong untuk selalu update status pengiriman...dan juga tolong untuk percepat pengirimannya...saya cape menunggu pesanan saya selama 18 hari karena pesanan saya untuk kepentingan berkendara...tolong tolong lebih teliti dalam bekerja karna saya membayar paket saya dan bukan meminta secara gratis!!",1,-1
"mempermudah pembeli walaupun kadang2 barang yg diharapkan tidak sesuai tp over all lumayan bagus, mempermudah kita belanja tanpa hrs pergi jauh",4,1
"makasih Shopee sekarang bagus dan memuaskan belanja saya di Shopee ,👍👍👍👍👍👍 cuman di sayangkan kebanyakan iklan numpuk mengganggu aktivitas saya,padahal sudah di of tapi muncul terus ke hp saya yg akhirnya saya jadi jengkel mendingan di hapus aja sama apknya ga belanja dari shope jg ga apa masih banyak di toko biasa jg daripada harus nonton iklan shope yg tidak berguna",1,-1
ada puas ada kecewa ny belanja disini..ad sebagian toko tak membolehkan cek dulu baru bayar..dan ketika barang yg dikirim rusak..untuk pengembalian nya malah tidak boleh melalui shoppe..harus dikirim melalui jasa lain..dan ongkir kita yg tanggung..Uda menunggu lama barang yang dtg tidak sesuai malah rugi yg ada..,4,1
"Tolong shopee adakan fitur pengaturan untuk shopee video agar tidak berat aplikasinya, pas masuk aplikasi shopee langsung kebuka live shopee jadi berat dan sering freeze, fitur nonaktifkan shopee video dan live lebih bagus.",1,-1
Voucher Gratis ongkir sedikit + ada biaya layanan + ada biaya cod + ongkir mahal + pakai agen pun ongkir tetap ada + harus belanja 80 ribu dulu baru dapat ongkir 0 rupiah . Terkadang belanja udah 80 ribuan lebih eeh ongkir malah mahal lagi . Kalau mau nambah voucher gratis ongkir harus beli dulu voucher nya,1,-1
Download fitur tambahan lama banget bahkan tidak bisa diunduh. Jujur banyak fitur buat customer yang gak penting di shopee. Mungkin bisa dibuat lebih spesifik lagi buat siapanya entah buat pembeli atau penjual. Bahkan fitur nya satu sisi udah kayak sosial media yang dimana itu bikin ribet dan buat device makin berat,1,-1
"Knapa makin berat aja si apk shopee.. Kadang ruang udah ga ada, masa masi disuruh update lagi, mana ga dikit lagi.. Klo bisa sesuaikan lah ruang nya utk hp² yg ga trlalu mendukung buat apk yg berat",3,0
"Parah.... udah dua kali kejadian isi saldo shopeepay gak keterima. Balasan CS nya kaya mesin, gak di baca dengan jelas komplain customer. gua uninstall juga deh lama2 kalo begitu terus",1,-1
"Untuk masukan saja kurir jasa kirim kalau bisa jgn gunakan ANTERAJA, Gak ada yg bagus, tiap kali paketnya lewat mereka tetap paketnya nyampe lebih dari jadwal yg ditentukan, dan selalu aja dapat komplain dariku karena LAMA, maaf ini saya ada masukan lagi untuk Expedisi SPX di bulan ini saya 2x juga kecewa, paket sdh sampai pontianak, ternyata besoknya status pengiriman berubah pengiriman memerlukan waktu lebih lama. Tolong ke 2 expedisi ini jgn di gunakan lagi..🙏🙏🙏",3,0
"Thank's bangget buat shoope.sanggat membantu untuk kebutuhan belanja yg di ingginkan.sanggat memfasilitasi buat saya.semoga kedepannya tambah bagus dan selalu ada fitur"" terbarunya.",5,1
"Aplikasi belanja online yg sangat di minati,tapi tlong dong min ongkir jangan terlalu mahal,karena biaya penangan cod nya sudah terlalu tinggi,jangan sampai pelanggan berpindah ke aplikasi lain gara2 biaya penanganan untuk cod terlalu tinggi.",5,1
Parah shopee mau bayar pakai shopeepay gak bisa keluar pemberitahuan sedang downloading fitur dan tidak berjalan masih tetap 0%. Tolong dong di perbaiki bug ini jadi terkendala deh mau beli barang,2,-1
Selalu belanja di shopee setiap ada barang yg dperlukan. Bnyk penjual yg rekomend. Dan mesti pintr2 jg pilih barang dan toko nya y biar g kecewa. Sjauh ini blnja di shopee sll puas. Lncr sll rejeki kita smua y gaes dan biar bs srg blnja jg dshope krna smua brang ada.🤲aamiin.,5,1
Kenapa SPX express lokasinya tidak ada di map? Kalaupun ada tidak valid alias alamat palsu. 2x nyasar dan besok mau cari lagi.,4,1
"Sekarang belanja di shopee via COD/Splater kegedean biaya layanannya dan ada biaya penanganannya jg, dan untuk vocernya jg banyak yg ga bisa dipake",4,1
Masak saya Uda pesan barang 3 terus mau pesan lagi masak gk bisa mengunakan metode cod seharusnya bisa dong walaupun barang yang 3 ini blm sampai seharusnya bisa lh mau pesan berapa pun di bolehkan bayar di tempat ini ko gk bisa tolong di perbaiki lagi dong saya mau pesan lagi gk bisa cod ini gimana,5,1
"Sumpah disini pokonya barang nya murah murah banget sii, fix sih kalian harus download shopee, karna disini worth it bangett harganya terjangkau, murahhh bangettttt woiiiiiiiiiiii, yang mau bikin meja kpop fix barang nya beli di Shopee ajaaaaaa.. 😋😁",5,1
"Tolong dong diperbaiki lagi sistemnya lemot parah, handphone saya RAM 8GB tapi lemot banget cuma aplikasi shopee aja yang paling lemot di HP saya.",3,0
"bagus si aplikasinya, minus pengirimannya aja. lama banget, yang harusnya dateng hari ini tpi ga dateng"" pernah juga ada paket yang ngga sampe",4,1
"sebaik nya ongkos kirim nya di murah kan lagi biar terjangkau bagi masyarakat desa bagian pedalaman, alasan utama masyarakat perdesaan enggan belanja online yaitu ongkos kirim mahal dan banyak kurir yang tidsk tersedia di wilayah nya.",4,1
Ongkir nya jangan terlalu mahal ya admin soal nya kita beli barang segini ongkir di luar dugaan kita tapi saya kasih bintang 4 sih soalnya lumayan banyak promo walaupun itu barang bukan inceran saya tapi saya suka karna Shopee menemani ku setiap belanja barang kalau apk lain gak terlalu suka saya karna barang yang di jual kurang banyak gak kayak Shopee,4,1
"Ubah kata sandi karena lupa sandi, sudah. Mendapatkan kode verifikasi dan memasukkannya, sudah. Masalahnya, ada pada link log-in saja. Masalahnya adalah tidak mendapatkan link log-in, baik via SMS mau pun WhatsApp. Bagaimana ini, akun lamaku dapat diakses kembali SEPERTI YANG DULU atau tidak.",1,-1
Shopee aplikasi belanja yang saya percaya dan berbagai macam cara pembayaran yang memudahkan.diantaranya cod dan cod cek dulu semoga tetap bisa menjaga servis yg lebih baik...Shopee memang wookeeey👍,5,1
"Aplikasi ini sangat bermanfaat dan membantu saya utk berbelanja barang terutama barang sulit dicari dikota lokal saya, semoga kedepannya admin aplikasi semakin meningkatkan kualitas aplikasi ini menjadi semakin baik lagi. TERIMAKASIH!",5,1
"Ini para kurir shopee gimana sih kok pada pelit banget ya padahal jarak rumah dan ketempat kerja saya gk terlalu jauh cuma 1 menit sampai ketempat kerja saha tapi malah gk mau nganterin paket saya malah mengancam utk dibatalkan, lain kali kurir shopee itu benar' dipilih jangan pilih kurir yang nggak bisa ramah sama customer",2,-1
"Saya belanja di apk ini kenapa selalu lambat datang paketnya ya ,,,estimasi paling lambat tgl 7 dan sampe tgl 15 skrng belum nyampe2 juga ,,,mau di batalkan udh gak bisa ,,,ada yg bisa kasi masukan ,,udh coba kirim feedback ke shopee cuman tsnggapan nya cuma minta maaf dan tidak memberikan alasan yg jelas ,,,kan saya jadi bingung dan risih mana barang itu lcd buat hp costomer,,,dan costomer nya udh triak2 minta cepet ,,,ahhh ada rasa menyesalnya pesan disini lagi pake yg ijo aja lah ya",1,-1
Ga perlu keluar2 kalo butuh sesuatu. Semua ada.. lengkappp. Dn hrganya lebih murah dari offline. Apalagi kalo ada potongan promo / dari aplikasi. Lebih top lagi. Gratis ongkir🫰TOP DAH,5,1
"Shopee sekarang banyak uang tambahan nya seperti biaya layanan, proteksi, biaya penanganan. Padahal dulu gak ada uang2 kayak gitu. Ada aja tambahan duitnya.",2,-1
ShoppeeFood tolong dibetulkan. Apalagi masalah double order. Jarak kurang dari 2 km tapi waktu pengantaran sampe lebih dari 30 menit sejak status driver mengambil pesanan.,1,-1
"Padahal saya sudah klik untuk voucher cashback, sepertinya ada kesalahan sistem atau pihak aplikasi berbohong terkait voucher cashback yang telah masuk ke pesanan. Kecewa",1,-1
"Aplikasi dan layanan terbaik, banyak bonusnya. Memenuhi kebutuhan yg sulit dicari,di Shopee semuanya ada dan banyak discount... Terimakasih shopee",5,1
Makin hari makin mahal. Mulai dari mau pembayaran yang harusnya bisa tapi saldonya harus melebihi pembayaran tersebut dan Shopeefood sekarang mulai mahal juga yang biasanya 60% jadi 40%,1,-1
"Saya sudah menunggu terlalu lama , 3 kali pengiriman ke alamat tujuan tapi tidak perna sampai , dan di situ di buat pembeli menjadwal kan ulang pengiriman . Padahal saya tidak perna menjadwal ulang pesanan ..",1,-1
Discount ongkir nya sangat baik n belanja di shopee jd lebih sering Krn harga nya terjangkau jg kualitas barang lumayan bagus...,5,1
"Shopee kok bug mulu sih, barusan tadi pagi cek paket masih aman, giliran skarang mau di pake checkout ga bisa, malah ada pemberitahuan aplikasi saya harus update sedangkan aplikasi saya sudah versi terbaru jaringan pun stabil, makin kesini makin bingung",3,0
Setelah di update makin lemot. Saat mau mencari barang hanya loading aja ga jalan2. Sinyal lancar dipake nonton yt atau tt. Jadi menang di aplikasi shope nya aja yg bermasalah. Tolong di perbaiki,3,0
"Jasa SPX sangat memberatkan Setiap ngambil paket selalu di kenakan biaya tambahan sebesar 10.000/paket Udah berulang kali beli paket lewat jasa SPX selalu di kenakan biaya tambahan terus Jika tidak di bayar maka paket tidak di berikan Tolong hapus saja jasa SPX itu, merugikan masyarakat kecil",1,-1
"Barang saya ga di kirim2, mau sampe kapan status barang saya,pesanan diproses untuk di kirim kealamat tujuan,dari tgl 13 sampe sekarang tgl 15 masih,pesanan diproses untuk di kirim kealamat tujuan, gmna sihhh",1,-1
"Sekarang proses pencairan dana untuk SPinjam gak kayak dulu, lama banget prosesnya. Kalau dulu gak sampai 1 jam langsung cair, sekarang 2 hari baru cair. Padahal gak pernah telat bayar angsuran",3,0
"Ada apa dgn Apk nya. Hbs update 5 Juli kog lgsg gbs dibuka alias ketip ketip trs dan layar full putih, pdhl apk lain baik2 saja tdk ada masalah. Mohon bantuannya min",5,1
Sayangnya masih ada oknum lapak yang menjual barang tidak sesuai dengan apa yang ditawarkan di etalase mereka serta keterangan detail barang sering tidak ada. Untuk Shopee nya sendiri sih 👍👍👍,4,1
"saya lama telah memakai aplikasi shopee... tapi sangat di sayangkan aplikasi shopee mudah sekali di bobol atau di bajak... tampa memberi apapun ke si penjahat... mereka bisa leluasa menguasai akun... padahal email,nomor jika mau masuk harus pakai OTP... tapi bisa aja si penjahat masuk tampa persetujuan... mohon di perkuat aplikasi nya atau security nya 🙏🏻",5,1
"Kalau vocer belanja nya GK bisa dipakai semua nya,masa ada batas belanja nya baru bisa dipakai, itu pun yg mahal baru bisa pakai vocer diskon 30% nya gimana nih tolong Perbakin agar pelanggan pada senang, mohon maaf kalau ada penyampaian informasi saya ad yg salah 🙏🙏☺️, biar sama sama senang,ada senang kami puas ☺️",5,1
"Belanja jadi mudah,discon banyak,cash back juga ada. Pelayanan baik.Menepis issu tentang pinjol Shopeepay dan Spinjam yang heboh mencekik leher ternyata tidak benar. Ini sudah saya uji alami ternyata masih dalam batas wajar.",5,1
bangus dah hemat'tapi min nya lemot dan knp setiap ada 7.7 sel pasti keluar dari aplikasi jadi kan saya gk dapet hp ip padahal udah sya klik tapi bagus sih saya tetap senang paling aku kasih bintang 4 aja ya maaf sekalian lagi,4,1
"woe shopee bisa ga lo balikin opsi pengiriman kek dulu lg. jgn kya skrg mlh pke ekspedisi sicepat, barang w terhambat mulu. buat apa perusahaan menyediakan ekspedisi sndiri tp ujungnya pke ekspedisi lain atau ga mending pke JNT yg jelas dan ada kntornya ga kaya sicepat yg gada kantornya",2,-1
"Tadi nya aku suka banget sama shoppy tapi setelah pengiriman ekspedisi nya pake SPX standar aku jadi sangat kecewa karena barang selalu tidak sampai dan barang di kembalikan ke penjualnya tanpa alasan dan konfirmasi ke pembeli, padahal saya sudah nunggu lama paket itu, Ternyata yang di Kalimantan Timur banyak yang mengeluh karena pengiriman spx standar , keluhan nya sama seperti saya barang tdk sampai malah di kembalikan lgi ke penjual padahal tdak ada keluhan dari pembeli , sangat kecewa😡😡",3,0
"Skrg syulit cari gratong. Pdhal brg tdk murah alias standar aja. Blm lg apk nya berat minta ampun, dgn kestabilan sinyal yg sama di apk e-merchant lain lancar, tp klo di shopee lelet bgt. AmbEkannyo cm pngiriman yg profesional aja.",3,0
"Kemarin saya minta ajuan tapi disuruh minta bukti berupa foto atau video akun(barangnya), bagaimana caranya jika akunnya saja tidak ada, syarat untuk berhasilnya ajuan pengembalian tidak masuk akal dan sangat konyol, kita ambil analogi seperti jika saya beli mobil di toko, namun mobil tidak dikirim. Lalu saya ajukan pengembalian dana, namun dealer memberi syarat harus berfoto dengan menggunakan mobil yg dibeli. Bagaimana caranya foto dengan mobil yang bahkan tidak dikirim dealer?sangat lucu",1,-1
"Sering lemot😏. Saran juga koin seberapa bnyk pun andai bisa di pakai semua.kan enak ,dari pada masih setengah²yg ke pakai",1,-1
"Saya suka dengan aplikasi Shopee. Karena kita berbelanja tidak perlu keluar rumah' Tapi yang bikin kesel, semakin kesini semakin lemottt... Tidak se kencang dulu.",5,1
"Shopee kurang ketat ke seleer yg tidak kooperatif malah kita yang di block. Padahal kita udah bayar dluan walaupun uang belom di seller . Tapi shopee lebih berpihak ke seller yg tidak jujur .uang kalian akan tertahan di shopee karna kalau mau btalkan tidak bisa langsung uang kembali. Lebih baik beli di toko langsung . Karna kita bayar yg barang nya ada , bukan bayar gmbar saja tapi barang gak di kirim2 tapi uang sudah di tahan jadi gak bisa cari barang yang lain. Krna proses pembatalan yang lama",1,-1
"Aplikasinya bagus, membantu untuk yang nggak bisa keluar rumah, harga murah, kualitas bisa bersaing 👍 Sayangnya loadingnya suka lama 😅 Makasih 🙏",5,1
"Jelek lah, beli barang ga sesuai kadang waktu beli suka rusak, trus dikembalikan lagi eh sistemnya gamau, beli barang 3 harga 15k eh Dateng cuma satu harganya ttp 15k pula, dasar² mending di Tokopedia aja huuu",1,-1
"Sumpah demi allah, buka shopee pake wifi ngeleg banget asli, giliran buka yt resolusi paling atas gk ada ngeleg"" pisan gk tau ini kenapa. Udh hapus data, hapus chace, uninstall terus download lagi tetap sama aja. Tolong developer aplikasi shopee di tingkatkan lagi kualitas aplikasi shopeenya",1,-1
Kenapa setiap saya memesan selalu bilang gagal kirim padahal Shopee udah garansi tepat waktu kok pesanan saya gak datang datang udh lebih 2 minggu pesanan saya di tahan padahal pesanan saya udh banyak,1,-1
"Pengalaman belanja metode baru yang menyenangkan melalui toko orange ni, sambil masak juga bisa belanja, membuat tempat-tempat belanja & mall banyak yang bangkrut & gulung tikar",5,1
"Pengirimannya lama, tidak sesuai dengan prediksi di aplikasi. Dan lagi aplikasinya lelet parah ngebuck terus😮‍💨",3,0
"Untuk pengaktifan shopay suka bug, layar putih, bukan sekali dua kali. Signal bagus on Wi-Fi, handphone juga seri tertinggi juga ga mendukung, payah!",1,-1
"Makin kesini makin lemoot.. Kadang bisa di buka,, kadang gak bisa di buka.. Padahal internet lancar.. Versi apk selalu di perbarui.. Tp masih aja lemot.. Tolong di perbaiki lagi.. Terima kasih ..",4,1
"saya sangat kecewa dengan aplikasi ini... 4 pesanan saya di batalkan sepihak oleh jasa kirim dengan alasan terlalu jauh. dan COD saya di tangguh kan. setelah saya meminta banding dengan pihak CS. COD saya masih tidak bisa di pake.. untuk aplikasi Shopee terkhusus nya CS"" Shopee untuk lebih cermat memutuskan sesuatu.. cek dulu siapa yang salah. jangan pake perkiraan tapi pake pengecekan.",2,-1
"saya top up e-money mandiri 100rb ga masuk2 tp status sudah selesai di proses Saya cek berkali2 saldo-money saya tetap belum masuk Sudah chat dengan cs tetap tidak dikembalikan juga dana saya, disuruh tunggu terus dari tanggal 7 juli",1,-1
"Pesanan sekarang lama,udah nggk kaya dulu cepet,makin kesini makin memburuk,lebih baik ke lazada pengiriman nya cepat,udah nggak ada nomer yang pengantar,pesanan juga udah dilokasi malah balik lagi ke Cakung",1,-1
"Sangattt Kecewa Bgttt...., mau pesen barang, kirim keterangan lewat Chat penjual gbisa dikirim Chat nya karena melanggar peraturan komunitas Shopee, pdhal cma kirim pesan biasa ga ada yg trkesan aneh² kok ttp gbisa...., pdhal udh biasa belanja di Shopee aman² aja selama ini, tp yg x ini bner² kecewa 🤦‍♂️",1,-1
"Shopee memang bagus namun yang disayangkan tentang sistem ekspedisi SPX. Ketika paket sampai di kota / alamat tujuan, tidak ada pemberitahuan melalui pesan ke nomor yang tertera di penerima. Jadi perlu di perhatikan lagi.",5,1
"Kecewa sama shoope paylater, beli barang biaya penanganan nya tiba2 berubah sebelum kita beli pas masuk ke tagihan jadi berubah 3x lipat,tidak sesuai",5,1
"Belanja online memang beresiko tp Alhamdulillah selama belanja di shopee selalu puas, estimasi Sesuai,lacak paket mudah dan lengkap... sukses selalu untuk shopee",5,1
Kenapa ya apk shopee sekarang kalo ada notifikasi langsung masuk gitu aja ke apk nya padahal kan lagi buka apk lain jadinya terganggu dengan notifikasi yg tiba-tiba bisa masuk begitu saja ke dlm apk shopee pdhl ga di pencet notifikasi nya tapi kok bisa otomatis masuk ke dalam apk nya,3,0
"setiap mau buka shopee ga muncul"" yang ada malah keluar layar hitam putih cape nungguin nya tolong di perbaiki lagi. trimakasih!",1,-1
"sebenernya bagus bagus aja , cmn paling ga suka di bagian pencarian.. saya tidak bisa mencari barang yg ingin dibeli karena saat di pencet pencarian kok layarnya putih semua meskipun udah nunggu 2-5 jam an tetep aja layarnya putih",2,-1
"Apa²an akun di batasi terus,udah 4 hari tapi ga ada solusi sama sekali.. Emang enakan belanja di platform lzd sama tkpd, apknua ga kebanyakan nyenyenye!!!",1,-1
"Pelayanan buruk,jasa pengiriman yang lelet dan selalu kendala logistik,pengalaman customer juga buruk semua karena jasa pengirimannya yang lelet lebih baik menggunakan jasa pengiriman lain jika belum bagus dibandingkan jasa pengiriman sendiri demi kenyamanan user juga",1,-1
"Gimana sih shope sekarang di buka malah lemot lama banget , Trus mau cek pesanan muncul verifikasi terus , Ini bukan Masalah jaringan saya, make starlink Aja Nge search Barang Lama banget muncul Layar putih aja terus",3,0
"Semakin lama semakin meresah kn shopee ini, masa sesama kota bs memakan waktu hampir 1 minggu pengiriman nya. Semua akun shopee paylater spinjam di beku kan padahal hanya telat 1 bulan, ne langsung di nonaktifkan. Penjual di tanya malah marah2. Lama2 kn ngk laku penjualan di shopee ini. Terakhir beralih ke akulaku, penjual nya ramah , cepat respon nya di akulaku.... Pokok nya da kapok lah belanja di shopee",1,-1
"Shopee sekarang lemot banget, jaringannya sih aman dan lancar ajaa, tapi untuk masuk ke halaman itunya lemot banget, minta tolong diperbaiki ya min",1,-1
soppe ini sangat JD penggemar masyarakat. hanya 1saja kekurangannya penjual toko nya masih banyak yg GK amanah. Karena prinsip penjual jika ditolak otomatis GK bisa cod tp klo diambil barang yg dikirim penjual tidak layak pakai kadang. hars nya diberi reting untuk penjual agar amanah. pertama pesan bagus tp kedepannya sangat GK baik ..kasihan pembeli jga. trimaksih,5,1
sangatlah bagus dan juga sesuai dengan keinginan dan juga datang lebih cepat tidak ada kendala sedikitpun 🥰🥰🥰 saya kasih bintang 5 karena bagus banget dan juga terjangkau harganya ya walaupun ada yang mahal,5,1
"Di update bukannya makin bagus malah makin jelek performa nya sering error ga ada sinyal padahal sinyalnya normal"" Saja hdehh🤦‍♂️🤦‍♂️🤦‍♂️",2,-1
"Pengantaran SPX nya terburuk, pengiriman yang dipilih instan malah dirubah secara sepihak menjadi regular lalu dipesan tanggal 11 Juli 2024 sampainya tanggal 14 Juli 2024, padahal jarak toko dan rumah saya hanya 5km saja. Tadinya butuh cepat lalu karena mereka rubah secara sepihak sekarang merasa sangat memuakkan dengan pelayanan ekspedisi mereka..",1,-1
"Knp shoope ga bisa checkout pas saya mau check out ada tulisan ""terjadi masalah silahkan coba lagi"" Padahal pas saya buka tiktok shop atau aplikasi lain bagus aja tuh",3,0
"Alhamdulillah udah berapa x ...belanja di Shopee , walaupun ada toko yg bikin kecewa tidak amanah, yg amanah juga banyak, ada yg puas ada yg bikin kecewa begitulah klo belanja di online yg TDK perlu keluar rumah, menghemat energi.",5,1
"Kenapa tiap buka aplikasi selallu di arahin ke live bukannya ke beranda , pdahal cuma mau liat status pesanan..mana baliknya susah, Tolong di benahin lg...terima kasih",3,0
Kenapa ya beberapa hari ini saya gak bisa upload Shopee video buat jualan selalu eror kalau masuk Shopee video kalau gini kan merugikan sekali ya tolong app nya ditingkatkan kualitas nya dan diperbaiki ya jangan bikin affiliate susah Terima kasihhhh,3,0
"Shopee banyak pelanggaran, pdhl pelanggan kan bebas mau belanja/ mau pilih2 barang. grgr voucher tidak jadi di pakai malah kena pelanggaran M02/d02 . Niatnya mau order malah gak jadi, aneh. Ketentuan apa itu.",3,0
"Min aku ada sedikit keluhan tentang aplikasi shopee,jadi waktu aku udah mesan barang,pas gua mau liat barangnya udah sampe mana itu kok ga bisa dibuka min, tulisannya maaf terjadi kesalahan,gua buka dikirim kok ga bisa,malahan terjadi kesalahan ada tulisan muat ulang dan laporkan masalah,itu aja min keluhan dari saya kalo udah di benerin ku kasih bintang 5",3,0
"Shopy makin keren...barangnya OK, pelayanan y baik, dan proses pengirimannya semakin cepat...rekomended bgt belanja di shopee...klo ada bintang 💯 saya kasih 💯 untuk shopee...jaya terus Shopee",5,1
"Ada peningkatan kualitas pelayanan, Alhamdulillah respon menangani masalah agak meningkat tetapi masih perlu ditingkatkan kualitas pelayanan. Sementara saya kasih bintang 3, kalau kualitas meningkat saya tambah bintang 5 tapi kalau turun saya kasih bintang 1.",3,0
GK ngeleg tp seru aja hmpir tiap hari blnja dshope . Karna murah murah apa lagi kalo kita pantemgen . Saran buat shler nya biar lebih seru pake iklan sesuy brng dan respon nya prbaiki lagi . Kadang banyak yg tidak mau mnrim komplen tp mnta bnyang 5 bnyak jg yg masih jual brang g sesuay . Giliran dinilay jelek penilayn disembunyikan . Slbohnjya buat shope oke oke aja . Jadi saranaah belanja mempermudah dan termasuk murah oke deh lanjut,5,1
"Good, Tapi Kenapa sudah 5 tahun lebih pakai shopee, limit paylater tidak bertambah. Cuma dikasih Limit Sementara. Saya pengguna aktif. Ada transaksi terus tiap bulan.",1,-1
"ga puas sama fitur ini padahal saya baru di Shopee nomor baru bahkan nomor wa juga baru tp gbisa pesan barang pake vocer"" pdhl uda beli kartu buat aku baru yg blm prnh terdaftar sama pihak lain tp nyatanya gbisa!bilng ny tdk dpt.......maka akun akan di blokir,pas tanya langsung sama fitur Shopee saran nya ga memuas kn amat""bingung pdhl dulu bisa satu kartu 3kli pakee ini satu kartu sekali pake ga bisa guna vocer!! mohon di bantu laa pihak shope, uda bela²in beli kartu baru skli coba malah gabisa",1,-1
Aplikasi shopee 👍👍 mempermudah kita untuk belanja dimana saja dan kapan saja. Banyak barang bagus dan murah. Pelayanannya juga oke 👍 aplikasinya mudah digunakan. Sampai saat ini menurut sy aplikasinya bagus 👍👍,5,1
"gamuncul di icon apk yg lagi dipake (icon historis apk yg abis dipake), jadi kalo dah back (keluar apk dulu), harus buka dari awal lagi di apk nya, padahal liat di setting hp gada yg berubah, sekarang gabuka shopee tapi suka muncul sendiri tb tb kebuka padahal ga kepencet sedikit pun & lagi buka apps lain",1,-1
"Kenapa sekarang setiap masuk aplikasi diarah ke shopee live yang sangat menganggu menurut saya gak kaya dahulu yang langsung di beranda, merasa kecewa sama shopee yang sekarang gak sama seperti shopee dahulu yang ringan aplikasinya kalau sekarang sangat berat untuk pembukaan aplikasinya",1,-1
"👍👍👍 aplikasi yg mudah di gunakan dan banyak promo yg makin hari semakin menarik, banyak pilihan harga yg murah dg kualitas yang bagus, proses retur brang ataupun yang lin lain jg mudah dan sangat memberi jaminan pada konsumen..",5,1
"Parah.. ni... Aplikasi online shop yang sangat buruk ketimbang aplikasi lain, yg lain bagus² ajah lancar jaya, lah aplikasi shope ini malah lemot parah padahal penyimpanan masih buanyakk terus jaringannya bagus, malahan saya pake wifi pula, di aplikasi sebelah lancar cuman yg ni malah lemot Parahhhh........ Mau check out barang pun loading nya Luaaaamaaaaaaaaa poooooooollllllllllll.... Gila.. 🤣",1,-1
Aplikasi ini sebenarnya sangat membantu dan bermanfaat buat beli sesuatu tapi makin kesini aplikasinya makin berat. Di hp saya yang punya spesifikasi kurang mumpuni di zaman sekarang (Infinix Note 4 X572 rom 32gb+ram 3gb) aplikasi ini sering nutup sendiri. Saya harap pihak shopee bisa membuat aplikasi ini lebih ringan lagi seperti aplikasi olshop sebelah yg masih lancar dijalankan di hp dengan spesifikasi seperti hp saya.,2,-1
"Maaf untuk pihak shopee memang apk nya bagus dan baik, namun karena akun saya hilang karena hp nya rusak terus saya ganti hp baru dan saya tidak ingat emailnya alhasil akun saya tetep tidak bisa login padahal no hp sudah betul, namun tetap di mintai verifikasi email, padahal ada pesana yg di antar,,, saya coba cari bantuan namun ndak kena ya sudahlah",4,1
"Me review lagi makin lama pelayanan shopee makin jelek, terlebih layanan spx nya.. Untuk wilayah kaltara khusus nya Tarakan. pengiriman lama g sesuai estimasi waktu, trus pelayanan admin gudang spx nya bikin dongkol.. Kalo ada yg bilang shopee bagus belum aja kena apes nya. Percuma di kasih voucher gratis ongkir toh order g nyampe.. Layanan cod nya via spx parah banget..",1,-1
"Makin lama jasa ekspedisi kok auto ke spx. Udah lama, tau tau kena return. Min katanya ecomerce terkemuka, tapi jasa ekspedisi kok kok kurang kompetitif. Saya sebut saja JNT lebih nyaman dengan itu",1,-1
Baru buka lansung masuk ke LIVE video. GANGGU BANGET. niat mau belanja jadi OGAH karena suara videonya ganggu banget. Masa iya mau buka shopee kudu silent dulu ribet banget.,1,-1
"Sekarang memakai pembayaran shopeepay malah ada pajak biaya penanganannya juga?,Ini bukannya sama saja menggunakan pembayaran transfer bank yang kena pajak biaya penanganan. Dan juga sisa saldo shopeepay di atas 100ribu mau ditransfer ke bank lagi kena pajak biaya admin 2.500. Ini peraturan dan kebijakan shopee yang sekarang untuk masalah seperti itu sangat terlalu berlebihan.",1,-1
"Aq kurangi bintang ,awalnya apk shopee lancar ,skarang sering kembali kehalaman awal sendiri ,sering ngelek ,, paling menyebalkan kalo pas mau transfer tiba"" apk nya malah macet , smoga sgera diperbaiki",4,1
"Shoope tolong diperbaiki, masa saya mau login menggunakan nomor HP selalu tidak bisa. Jawabannya selalu nomor HP telah dipakai silahkan login gitu, tapi pas login malah bermasalah, ga bisa terus menerus. Aduh, gimana ini padahal mau dipakai😑",1,-1
"terdapat bug pada aplikasi ini, saat mau masuk selalu stuck di loading screen, sudah coba aktifkan izin, hapus data ,cache, dan hapus download aplikasi tetap sama",1,-1
"Sangat membantu dan berkomitmen, tapi terkendala tentang biaya layanan dan biaya penanganan kenapa diatas 3rb keatas agak memberatkan soalnya customer mencari gratis ongkir tapi ada tambahan buat itu..mohon di kaji ulang untuk itu..terima kasih",5,1
"untuk sekarang jasa pengiriman tidak bisa memilih langsung otomatis ke shopee express, mohon dibenahi lagi seperti sebelumnya untuk jasa pengiriman bisa memilih sendiri",3,0
"Expedisi yang bekerja dengan shopee selalu meleset trus tanggal nya. Saya udh pake pengiriman express yang harus nya 1-2 hari malah 4-5 hari baru smpe, padahal pengiriman jabodetabek",2,-1
