content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,textSteam
"apl nya si ok, yang buat tertarik itu garansi barang sampai tujuan, tapi pada ahirnya di undur undur, sampai ga di butuhkan lagi barang nya krna telat, mestinya di batalkan saja kalau barang ga sampai di hari dan tanggal yang di tentukan.",5,1,"apl nya si ok, yang buat tertarik itu garansi barang sampai tujuan, tapi pada ahirnya di undur undur, sampai ga di butuhkan lagi barang nya krna telat, mestinya di batalkan saja kalau barang ga sampai di hari dan tanggal yang di tentukan.","apl nya si ok, tertarik garansi barang tujuan, ahirnya undur undur, ga butuhkan barang nya krna telat, mestinya batalkan barang ga tanggal tentukan.","apl nya si ok, tertarik garansi barang tujuan, ahirnya undur undur, ga butuhkan barang nya krna telat, mestinya batalkan barang ga tanggal tentukan.","['apl', 'nya', 'si', 'ok', ',', 'tertarik', 'garansi', 'barang', 'tujuan', ',', 'ahirnya', 'undur', 'undur', ',', 'ga', 'butuhkan', 'barang', 'nya', 'krna', 'telat', ',', 'mestinya', 'batalkan', 'barang', 'ga', 'tanggal', 'tentukan', '.']",apl nya si ok  tarik garansi barang tuju  ahirnya undur undur  ga butuh barang nya krna telat  mesti batal barang ga tanggal tentu 
"pengajuan pinjaman dari apk shopee gagal, jika ada org mengatas namakan akun dan memakai data saya, saya tidak BERTANGGUNG JAWAB! Terima kasih.",1,-1,"pengajuan pinjaman dari apk shopee gagal, jika ada org mengatas namakan akun dan memakai data saya, saya tidak bertanggung jawab! terima kasih.","pengajuan pinjaman apk shopee gagal, org mengatas namakan akun memakai data saya, bertanggung jawab! terima kasih.","pengajuan pinjaman apk shopee gagal, org mengatas namakan akun memakai data saya, bertanggung jawab! terima kasih.","['pengajuan', 'pinjaman', 'apk', 'shopee', 'gagal', ',', 'org', 'mengatas', 'namakan', 'akun', 'memakai', 'data', 'saya', ',', 'bertanggung', 'jawab', '!', 'terima', 'kasih', '.']",aju pinjam apk shopee gagal  org atas nama akun pakai data saya  tanggung jawab  terima kasih 
"Gak ada angin gak ada hujan, akun d batasi. Sy gak bisa tarik saldo penjualan sy, sampai sekarang uang masih sangkut dstu. Ini sama saja kek sy d RAMPOK OLEH SHOPEE. APLIKASI PERAMPOK.",1,-1,"gak ada angin gak ada hujan, akun d batasi. sy gak bisa tarik saldo penjualan sy, sampai sekarang uang masih sangkut dstu. ini sama saja kek sy d rampok oleh shopee. aplikasi perampok.","gak angin gak hujan, akun d batasi. sy gak tarik saldo penjualan sy, uang sangkut dstu. kek sy d rampok shopee. aplikasi perampok.","gak angin gak hujan, akun d batasi. sy gak tarik saldo penjualan sy, uang sangkut dstu. kek sy d rampok shopee. aplikasi perampok.","['gak', 'angin', 'gak', 'hujan', ',', 'akun', 'd', 'batasi', '.', 'sy', 'gak', 'tarik', 'saldo', 'penjualan', 'sy', ',', 'uang', 'sangkut', 'dstu', '.', 'kek', 'sy', 'd', 'rampok', 'shopee', '.', 'aplikasi', 'perampok', '.']",gak angin gak hujan  akun d batas  sy gak tarik saldo jual sy  uang sangkut dstu  kek sy d rampok shopee  aplikasi rampok 
"saya sangat suka belanja disini, hanya saja kurir SPX di daerah saya yang perlu di tatar krna selalu mencari² alasan untuk mengulur waktu setiap mengirim paket, sehingga paket sy selalu tertunda padahal saya sangat membutuhkannya. sengaja pakai alamat kantor spya berdekatan dg SPX, tapi malah yang paling lama di antar bahkan sampai 2 hari 😂😂😂 itupun di hari k 2 nanti sore baru di antar",3,0,"saya sangat suka belanja disini, hanya saja kurir spx di daerah saya yang perlu di tatar krna selalu mencari² alasan untuk mengulur waktu setiap mengirim paket, sehingga paket sy selalu tertunda padahal saya sangat membutuhkannya. sengaja pakai alamat kantor spya berdekatan dg spx, tapi malah yang paling lama di antar bahkan sampai 2 hari 😂😂😂 itupun di hari k 2 nanti sore baru di antar","suka belanja disini, kurir spx daerah tatar krna mencari² alasan mengulur mengirim paket, paket sy tertunda membutuhkannya. sengaja pakai alamat kantor spya berdekatan dg spx, 2 😂😂😂 itupun k 2 sore","suka belanja disini, kurir spx daerah tatar krna mencari² alasan mengulur mengirim paket, paket sy tertunda membutuhkannya. sengaja pakai alamat kantor spya berdekatan dg spx, 2  itupun k 2 sore","['suka', 'belanja', 'disini', ',', 'kurir', 'spx', 'daerah', 'tatar', 'krna', 'mencari²', 'alasan', 'mengulur', 'mengirim', 'paket', ',', 'paket', 'sy', 'tertunda', 'membutuhkannya', '.', 'sengaja', 'pakai', 'alamat', 'kantor', 'spya', 'berdekatan', 'dg', 'spx', ',', '2', 'itupun', 'k', '2', 'sore']",suka belanja sini  kurir spx daerah tatar krna cari alas ulur kirim paket  paket sy tunda butuh  sengaja pakai alamat kantor spya dekat dg spx  2 itu k 2 sore
"Terkadang estimasi hari apa. Dtgnya hari apa.. malahan ada pemberitahuan bahwa pembeli tidak ada ditempat. Iya kalo pesanan kita bukan barang untuk keperluan mendesak gamasalah... Tolong lebih diperhatikan lagi dan tolong perbarui lagi, cantumkan nomor tlf kurir agar kita bisa menghubungi",4,1,"terkadang estimasi hari apa. dtgnya hari apa.. malahan ada pemberitahuan bahwa pembeli tidak ada ditempat. iya kalo pesanan kita bukan barang untuk keperluan mendesak gamasalah... tolong lebih diperhatikan lagi dan tolong perbarui lagi, cantumkan nomor tlf kurir agar kita bisa menghubungi","terkadang estimasi apa. dtgnya apa.. pemberitahuan pembeli ditempat. iya kalo pesanan barang keperluan mendesak gamasalah... tolong diperhatikan tolong perbarui lagi, cantumkan nomor tlf kurir menghubungi","terkadang estimasi apa. dtgnya apa.. pemberitahuan pembeli ditempat. iya kalo pesanan barang keperluan mendesak gamasalah... tolong diperhatikan tolong perbarui lagi, cantumkan nomor tlf kurir menghubungi","['terkadang', 'estimasi', 'apa', '.', 'dtgnya', 'apa', '..', 'pemberitahuan', 'pembeli', 'ditempat', '.', 'iya', 'kalo', 'pesanan', 'barang', 'keperluan', 'mendesak', 'gamasalah', '...', 'tolong', 'diperhatikan', 'tolong', 'perbarui', 'lagi', ',', 'cantumkan', 'nomor', 'tlf', 'kurir', 'menghubungi']",terkadang estimasi apa  dtgnya apa  pemberitahuan beli tempat  iya kalo pesan barang perlu desak gamasalah  tolong perhati tolong baru lagi  cantum nomor tlf kurir hubung
Shopee nya sih bagus dan sangat membantu tapi jasa kirim SPX itu yang menyusahkan dan selalu bikin emosi. Kalau pake jne jnt paling 3 hari sampai tp kalo pake SPX bisa satu bulan. Payah sih.,2,-1,shopee nya sih bagus dan sangat membantu tapi jasa kirim spx itu yang menyusahkan dan selalu bikin emosi. kalau pake jne jnt paling 3 hari sampai tp kalo pake spx bisa satu bulan. payah sih.,shopee nya sih bagus membantu jasa kirim spx menyusahkan bikin emosi. pake jne jnt 3 tp kalo pake spx bulan. payah sih.,shopee nya sih bagus membantu jasa kirim spx menyusahkan bikin emosi. pake jne jnt 3 tp kalo pake spx bulan. payah sih.,"['shopee', 'nya', 'sih', 'bagus', 'membantu', 'jasa', 'kirim', 'spx', 'menyusahkan', 'bikin', 'emosi', '.', 'pake', 'jne', 'jnt', '3', 'tp', 'kalo', 'pake', 'spx', 'bulan', '.', 'payah', 'sih', '.']",shopee nya sih bagus bantu jasa kirim spx susah bikin emosi  pake jne jnt 3 tp kalo pake spx bulan  payah sih 
"Dua kali Update App Shopee terakhir, HP jd berat. Padahal sudah selesai update, tapi setiap buka playstore, masih muncul loading mutar2.. tolong perbaiki",2,-1,"dua kali update app shopee terakhir, hp jd berat. padahal sudah selesai update, tapi setiap buka playstore, masih muncul loading mutar2.. tolong perbaiki","kali update app shopee terakhir, hp jd berat. selesai update, buka playstore, muncul loading mutar2.. tolong perbaiki","kali update app shopee terakhir, hp jd berat. selesai update, buka playstore, muncul loading mutar2.. tolong perbaiki","['kali', 'update', 'app', 'shopee', 'terakhir', ',', 'hp', 'jd', 'berat', '.', 'selesai', 'update', ',', 'buka', 'playstore', ',', 'muncul', 'loading', 'mutar2', '..', 'tolong', 'perbaiki']",kali update app shopee akhir  hp jd berat  selesai update  buka playstore  muncul loading mutar2  tolong baik
Setelah di update. Di tampilan PESANAN SAYA kok malah agak membingungkan iya. Tolong pihak pengembang malah bagus seperti yang versi lama,4,1,setelah di update. di tampilan pesanan saya kok malah agak membingungkan iya. tolong pihak pengembang malah bagus seperti yang versi lama,update. tampilan pesanan membingungkan iya. tolong pengembang bagus versi,update. tampilan pesanan membingungkan iya. tolong pengembang bagus versi,"['update', '.', 'tampilan', 'pesanan', 'membingungkan', 'iya', '.', 'tolong', 'pengembang', 'bagus', 'versi']",update  tampil pesan bingung iya  tolong kembang bagus versi
"sekarang shopee udh lebih baik, ngga sering ngelag dan kembali sendiri setelah di update. saya sering sekali belanja di shopee ketimbang aplikasi serupa lain nya, karena selalu dapet gratis ongkir dan seler toko nya pun amanah, apa lagi kalo tanggal cantik, di live nya para penjual banyak banget diskon dan keuntungan lain nya✨ terimakasih shopee ❤️ ulasan baru: kenapa ngga bisa di update ya?",5,1,"sekarang shopee udh lebih baik, ngga sering ngelag dan kembali sendiri setelah di update. saya sering sekali belanja di shopee ketimbang aplikasi serupa lain nya, karena selalu dapet gratis ongkir dan seler toko nya pun amanah, apa lagi kalo tanggal cantik, di live nya para penjual banyak banget diskon dan keuntungan lain nya✨ terimakasih shopee ❤️ ulasan baru: kenapa ngga bisa di update ya?","shopee udh baik, ngga ngelag update. belanja shopee ketimbang aplikasi nya, dapet gratis ongkir seler toko nya amanah, kalo tanggal cantik, live nya penjual banget diskon keuntungan nya✨ terimakasih shopee ❤️ ulasan baru: ngga update ya?","shopee udh baik, ngga ngelag update. belanja shopee ketimbang aplikasi nya, dapet gratis ongkir seler toko nya amanah, kalo tanggal cantik, live nya penjual banget diskon keuntungan nya✨ terimakasih shopee ❤️ ulasan baru: ngga update ya?","['shopee', 'udh', 'baik', ',', 'ngga', 'ngelag', 'update', '.', 'belanja', 'shopee', 'ketimbang', 'aplikasi', 'nya', ',', 'dapet', 'gratis', 'ongkir', 'seler', 'toko', 'nya', 'amanah', ',', 'kalo', 'tanggal', 'cantik', ',', 'live', 'nya', 'penjual', 'banget', 'diskon', 'keuntungan', 'nya✨', 'terimakasih', 'shopee', '❤️', 'ulasan', 'baru', ':', 'ngga', 'update', 'ya', '?']",shopee udh baik  ngga ngelag update  belanja shopee ketimbang aplikasi nya  dapet gratis ongkir seler toko nya amanah  kalo tanggal cantik  live nya jual banget diskon untung nya terimakasih shopee  ulas baru  ngga update ya 
Sebenarnya bagus bgt Shopee ini sangat membantu.. Tapi akhir2 ini tiap buka Shopee sllu langsung masuk ke live org2 bikin berat dan susah bgt untuk buka produk. Tolong di perbaikilah. Terutama yg langsung masuk ke live orang gk banget lah,1,-1,sebenarnya bagus bgt shopee ini sangat membantu.. tapi akhir2 ini tiap buka shopee sllu langsung masuk ke live org2 bikin berat dan susah bgt untuk buka produk. tolong di perbaikilah. terutama yg langsung masuk ke live orang gk banget lah,bagus bgt shopee membantu.. akhir2 buka shopee sllu langsung masuk live org2 bikin berat susah bgt buka produk. tolong perbaikilah. yg langsung masuk live orang gk banget,bagus bgt shopee membantu.. akhir2 buka shopee sllu langsung masuk live org2 bikin berat susah bgt buka produk. tolong perbaikilah. yg langsung masuk live orang gk banget,"['bagus', 'bgt', 'shopee', 'membantu', '..', 'akhir2', 'buka', 'shopee', 'sllu', 'langsung', 'masuk', 'live', 'org2', 'bikin', 'berat', 'susah', 'bgt', 'buka', 'produk', '.', 'tolong', 'perbaikilah', '.', 'yg', 'langsung', 'masuk', 'live', 'orang', 'gk', 'banget']",bagus bgt shopee bantu  akhir2 buka shopee sllu langsung masuk live org2 bikin berat susah bgt buka produk  tolong baik  yg langsung masuk live orang gk banget
"Maaf saya beri bintang 4 karena biasanya kurir memberi harga lebih kepada konsumen dari harga produk tersebut, contoh:kopi dengan harga 23.426 malah kurir memberi dengan harga lebih dari itu yaitu dengan harga 24.000,kan seharusnya paling gak kan 23.500 ,itu kan namanya korupsi walaupun sedikit , sedikit demi sedikit kan lama lama jadi bukit ,tolong untuk di perbaiki lagi ini demi kepuasan konsumen dalam berbelanja",4,1,"maaf saya beri bintang 4 karena biasanya kurir memberi harga lebih kepada konsumen dari harga produk tersebut, contoh:kopi dengan harga 23.426 malah kurir memberi dengan harga lebih dari itu yaitu dengan harga 24.000,kan seharusnya paling gak kan 23.500 ,itu kan namanya korupsi walaupun sedikit , sedikit demi sedikit kan lama lama jadi bukit ,tolong untuk di perbaiki lagi ini demi kepuasan konsumen dalam berbelanja","maaf bintang 4 kurir harga konsumen harga produk tersebut, contoh:kopi harga 23.426 kurir harga harga 24.000,kan gak 23.500 ,itu namanya korupsi , bukit ,tolong perbaiki kepuasan konsumen berbelanja","maaf bintang 4 kurir harga konsumen harga produk tersebut, contoh:kopi harga 23.426 kurir harga harga 24.000,kan gak 23.500 ,itu namanya korupsi , bukit ,tolong perbaiki kepuasan konsumen berbelanja","['maaf', 'bintang', '4', 'kurir', 'harga', 'konsumen', 'harga', 'produk', 'tersebut', ',', 'contoh', ':', 'kopi', 'harga', '23.426', 'kurir', 'harga', 'harga', '24.000', ',', 'kan', 'gak', '23.500', ',', 'itu', 'namanya', 'korupsi', ',', 'bukit', ',', 'tolong', 'perbaiki', 'kepuasan', 'konsumen', 'berbelanja']",maaf bintang 4 kurir harga konsumen harga produk sebut  contoh  kopi harga 23 426 kurir harga harga 24 000  kan gak 23 500  itu nama korupsi  bukit  tolong baik puas konsumen belanja
"Belanja di shoope segalanya ada,mudah dan gk ribet2, bisa juga bayar nyicil pake shoope paylater gampang dan mudah prosesnya.dri harga yg murah meriah hingga yg mahal ada, tinggl nyesuaikn isi kantong kita☺. Kedepannya semoga makin jaya",5,1,"belanja di shoope segalanya ada,mudah dan gk ribet2, bisa juga bayar nyicil pake shoope paylater gampang dan mudah prosesnya.dri harga yg murah meriah hingga yg mahal ada, tinggl nyesuaikn isi kantong kita☺. kedepannya semoga makin jaya","belanja shoope ada,mudah gk ribet2, bayar nyicil pake shoope paylater gampang mudah prosesnya.dri harga yg murah meriah yg mahal ada, tinggl nyesuaikn isi kantong kita☺. kedepannya semoga jaya","belanja shoope ada,mudah gk ribet2, bayar nyicil pake shoope paylater gampang mudah prosesnya.dri harga yg murah meriah yg mahal ada, tinggl nyesuaikn isi kantong kita☺. kedepannya semoga jaya","['belanja', 'shoope', 'ada', ',', 'mudah', 'gk', 'ribet2', ',', 'bayar', 'nyicil', 'pake', 'shoope', 'paylater', 'gampang', 'mudah', 'prosesnya.dri', 'harga', 'yg', 'murah', 'meriah', 'yg', 'mahal', 'ada', ',', 'tinggl', 'nyesuaikn', 'isi', 'kantong', 'kita☺', '.', 'kedepannya', 'semoga', 'jaya']",belanja shoope ada  mudah gk ribet2  bayar nyicil pake shoope paylater gampang mudah proses dri harga yg murah riah yg mahal ada  tinggl nyesuaikn isi kantong kita  depan moga jaya
"Belanja jadi lebih mudah tanpa ribet keluar rumah,,harga lebih murah apa Lagi jika ada voucher diskon,,cuman kadang yg jadi kendala di ongkir nya mahal",5,1,"belanja jadi lebih mudah tanpa ribet keluar rumah,,harga lebih murah apa lagi jika ada voucher diskon,,cuman kadang yg jadi kendala di ongkir nya mahal","belanja mudah ribet rumah,,harga murah voucher diskon,,cuman kadang yg kendala ongkir nya mahal","belanja mudah ribet rumah,,harga murah voucher diskon,,cuman kadang yg kendala ongkir nya mahal","['belanja', 'mudah', 'ribet', 'rumah', ',', ',harga', 'murah', 'voucher', 'diskon', ',', ',cuman', 'kadang', 'yg', 'kendala', 'ongkir', 'nya', 'mahal']",belanja mudah ribet rumah  harga murah voucher diskon  cuman kadang yg kendala ongkir nya mahal
"Kecewa dengan pihak shoppee terutama pada pihak shoppee express karna pesanan saya untuk keperluan jualan sangat lama sampai ke tempat saya yang mengakibatkan pending dan pelanggan saya banyak yang komplain padahal ekspedisi lain seperti jnt dan anteraja selalu cepat. Paket reguler aja butuh waktu hampir 2 minggu baru sampai, sedangkan jnt dan anteraja cuman butuh paling engga 5 hari udah smpe, tolong di tingkatkan lagi. Karna ini sangat berdampak pada penjual lain",1,-1,"kecewa dengan pihak shoppee terutama pada pihak shoppee express karna pesanan saya untuk keperluan jualan sangat lama sampai ke tempat saya yang mengakibatkan pending dan pelanggan saya banyak yang komplain padahal ekspedisi lain seperti jnt dan anteraja selalu cepat. paket reguler aja butuh waktu hampir 2 minggu baru sampai, sedangkan jnt dan anteraja cuman butuh paling engga 5 hari udah smpe, tolong di tingkatkan lagi. karna ini sangat berdampak pada penjual lain","kecewa shoppee shoppee express karna pesanan keperluan jualan mengakibatkan pending pelanggan komplain ekspedisi jnt anteraja cepat. paket reguler aja butuh 2 minggu sampai, jnt anteraja cuman butuh engga 5 udah smpe, tolong tingkatkan lagi. karna berdampak penjual","kecewa shoppee shoppee express karna pesanan keperluan jualan mengakibatkan pending pelanggan komplain ekspedisi jnt anteraja cepat. paket reguler aja butuh 2 minggu sampai, jnt anteraja cuman butuh engga 5 udah smpe, tolong tingkatkan lagi. karna berdampak penjual","['kecewa', 'shoppee', 'shoppee', 'express', 'karna', 'pesanan', 'keperluan', 'jualan', 'mengakibatkan', 'pending', 'pelanggan', 'komplain', 'ekspedisi', 'jnt', 'anteraja', 'cepat', '.', 'paket', 'reguler', 'aja', 'butuh', '2', 'minggu', 'sampai', ',', 'jnt', 'anteraja', 'cuman', 'butuh', 'engga', '5', 'udah', 'smpe', ',', 'tolong', 'tingkatkan', 'lagi', '.', 'karna', 'berdampak', 'penjual']",kecewa shoppee shoppee express karna pesan perlu jual akibat pending langgan komplain ekspedisi jnt anteraja cepat  paket reguler aja butuh 2 minggu sampai  jnt anteraja cuman butuh engga 5 udah smpe  tolong tingkat lagi  karna dampak jual
"Ada caranya gak untuk menonaktifkan video pop-up, baik di beranda atau di halaman produk? Mengganggu banget. Edit: Saya tahu video itu bisa ditutup dengan klik tombol x, masalahnya tombolnya terlalu kecil, belasan kali klik baru berhasil tertutup, sebelumnya pasti malah kepencet yang lain terus.",2,-1,"ada caranya gak untuk menonaktifkan video pop-up, baik di beranda atau di halaman produk? mengganggu banget. edit: saya tahu video itu bisa ditutup dengan klik tombol x, masalahnya tombolnya terlalu kecil, belasan kali klik baru berhasil tertutup, sebelumnya pasti malah kepencet yang lain terus.","gak menonaktifkan video pop-up, beranda halaman produk? mengganggu banget. edit: video ditutup klik tombol x, tombolnya kecil, belasan kali klik berhasil tertutup, kepencet terus.","gak menonaktifkan video pop-up, beranda halaman produk? mengganggu banget. edit: video ditutup klik tombol x, tombolnya kecil, belasan kali klik berhasil tertutup, kepencet terus.","['gak', 'menonaktifkan', 'video', 'pop-up', ',', 'beranda', 'halaman', 'produk', '?', 'mengganggu', 'banget', '.', 'edit', ':', 'video', 'ditutup', 'klik', 'tombol', 'x', ',', 'tombolnya', 'kecil', ',', 'belasan', 'kali', 'klik', 'berhasil', 'tertutup', ',', 'kepencet', 'terus', '.']",gak nonaktif video pop-up  beranda halaman produk  ganggu banget  edit  video tutup klik tombol x  tombol kecil  bas kali klik hasil tutup  pencet terus 
"Aplikasi pay laters nya tidak bisa digunakan, yg katanya ada gangguan sistem, Uda seminggu masak gak bisa, mohon diperbaiki ya🙏",3,0,"aplikasi pay laters nya tidak bisa digunakan, yg katanya ada gangguan sistem, uda seminggu masak gak bisa, mohon diperbaiki ya🙏","aplikasi pay laters nya digunakan, yg gangguan sistem, uda seminggu masak gak bisa, mohon diperbaiki ya🙏","aplikasi pay laters nya digunakan, yg gangguan sistem, uda seminggu masak gak bisa, mohon diperbaiki ya","['aplikasi', 'pay', 'laters', 'nya', 'digunakan', ',', 'yg', 'gangguan', 'sistem', ',', 'uda', 'seminggu', 'masak', 'gak', 'bisa', ',', 'mohon', 'diperbaiki', 'ya']",aplikasi pay laters nya guna  yg ganggu sistem  uda minggu masak gak bisa  mohon baik ya
Eh shopee balikin tampilan kayak yg dulu deh mending jd jelek gitu di menu pesanan saya yg kalau nglacak pesanan dikirim atau dikemas itu loh . paket uda dikirim ga keliatan gitu jadinya .,3,0,eh shopee balikin tampilan kayak yg dulu deh mending jd jelek gitu di menu pesanan saya yg kalau nglacak pesanan dikirim atau dikemas itu loh . paket uda dikirim ga keliatan gitu jadinya .,eh shopee balikin tampilan kayak yg deh mending jd jelek gitu menu pesanan yg nglacak pesanan dikirim dikemas loh . paket uda dikirim ga keliatan gitu .,eh shopee balikin tampilan kayak yg deh mending jd jelek gitu menu pesanan yg nglacak pesanan dikirim dikemas loh . paket uda dikirim ga keliatan gitu .,"['eh', 'shopee', 'balikin', 'tampilan', 'kayak', 'yg', 'deh', 'mending', 'jd', 'jelek', 'gitu', 'menu', 'pesanan', 'yg', 'nglacak', 'pesanan', 'dikirim', 'dikemas', 'loh', '.', 'paket', 'uda', 'dikirim', 'ga', 'keliatan', 'gitu', '.']",eh shopee balikin tampil kayak yg deh mending jd jelek gitu menu pesan yg nglacak pesan kirim kemas loh  paket uda kirim ga liat gitu 
tempat belanja terlengkap dari harga yg trmurah dan yg mahal banget jg ada. sering2 kasih gratis ongkir dan potongan harga ya shopee. thanks,5,1,tempat belanja terlengkap dari harga yg trmurah dan yg mahal banget jg ada. sering2 kasih gratis ongkir dan potongan harga ya shopee. thanks,belanja terlengkap harga yg trmurah yg mahal banget jg ada. sering2 kasih gratis ongkir potongan harga ya shopee. thanks,belanja terlengkap harga yg trmurah yg mahal banget jg ada. sering2 kasih gratis ongkir potongan harga ya shopee. thanks,"['belanja', 'terlengkap', 'harga', 'yg', 'trmurah', 'yg', 'mahal', 'banget', 'jg', 'ada', '.', 'sering2', 'kasih', 'gratis', 'ongkir', 'potongan', 'harga', 'ya', 'shopee', '.', 'thanks']",belanja lengkap harga yg trmurah yg mahal banget jg ada  sering2 kasih gratis ongkir potong harga ya shopee  thanks
"Buka ecommerce lain berjam-jam lancar, tapi kalo buka shoppee dari dulu kurang dari 5 menit aja udah ngelag/stuck, sering update makin berat.. Aplikasi Ecommerce paling Berat .. Ongkir makin mahal, gratis ongkir sulit, voucher diskon & Live makin ngawur gak bisa dipake.",1,-1,"buka ecommerce lain berjam-jam lancar, tapi kalo buka shoppee dari dulu kurang dari 5 menit aja udah ngelag/stuck, sering update makin berat.. aplikasi ecommerce paling berat .. ongkir makin mahal, gratis ongkir sulit, voucher diskon & live makin ngawur gak bisa dipake.","buka ecommerce berjam-jam lancar, kalo buka shoppee 5 menit aja udah ngelag/stuck, update berat.. aplikasi ecommerce berat .. ongkir mahal, gratis ongkir sulit, voucher diskon & live ngawur gak dipake.","buka ecommerce berjam-jam lancar, kalo buka shoppee 5 menit aja udah ngelag/stuck, update berat.. aplikasi ecommerce berat .. ongkir mahal, gratis ongkir sulit, voucher diskon & live ngawur gak dipake.","['buka', 'ecommerce', 'berjam-jam', 'lancar', ',', 'kalo', 'buka', 'shoppee', '5', 'menit', 'aja', 'udah', 'ngelag/stuck', ',', 'update', 'berat', '..', 'aplikasi', 'ecommerce', 'berat', '..', 'ongkir', 'mahal', ',', 'gratis', 'ongkir', 'sulit', ',', 'voucher', 'diskon', '&', 'live', 'ngawur', 'gak', 'dipake', '.']",buka ecommerce jam lancar  kalo buka shoppee 5 menit aja udah ngelag stuck  update berat  aplikasi ecommerce berat  ongkir mahal  gratis ongkir sulit  voucher diskon  live ngawur gak dipake 
"Naikin komisi Shopee affiliate klo udah naik baru gw kasih bintang 5 bintang 10 klo bisa, dan satu lagi kurangi penggunaan kuota pada aplikasi Shopee, shopee sangat boros menggunakan kuota, serta perbaiki ferporma aplikasi yang sangat lambat/lag.",1,-1,"naikin komisi shopee affiliate klo udah naik baru gw kasih bintang 5 bintang 10 klo bisa, dan satu lagi kurangi penggunaan kuota pada aplikasi shopee, shopee sangat boros menggunakan kuota, serta perbaiki ferporma aplikasi yang sangat lambat/lag.","naikin komisi shopee affiliate klo udah gw kasih bintang 5 bintang 10 klo bisa, kurangi penggunaan kuota aplikasi shopee, shopee boros kuota, perbaiki ferporma aplikasi lambat/lag.","naikin komisi shopee affiliate klo udah gw kasih bintang 5 bintang 10 klo bisa, kurangi penggunaan kuota aplikasi shopee, shopee boros kuota, perbaiki ferporma aplikasi lambat/lag.","['naikin', 'komisi', 'shopee', 'affiliate', 'klo', 'udah', 'gw', 'kasih', 'bintang', '5', 'bintang', '10', 'klo', 'bisa', ',', 'kurangi', 'penggunaan', 'kuota', 'aplikasi', 'shopee', ',', 'shopee', 'boros', 'kuota', ',', 'perbaiki', 'ferporma', 'aplikasi', 'lambat/lag', '.']",naikin komisi shopee affiliate klo udah gw kasih bintang 5 bintang 10 klo bisa  kurang guna kuota aplikasi shopee  shopee boros kuota  baik ferporma aplikasi lambat lag 
"Aplikasi shopeenya sanggat bagus.. Hanya kecewa sama pengiriman dari spx ekspressnya sudah pakai pengiriman secara standar reguler bukan hemat.. barang datang lama dan juga ya ada pengalaman buruk katanya paketnya hilang, padahal didepan mata sendiri paketnya ada kemudian katanya akan balik ke seller nyatanya gak dong... Gimana tuh ya... Emang si dana itu balik tapi fisiknya dikemanain itu ... Mohon untuk pengiriman melalui shopee ekspres di pertegas lagi agar tidak sembarang retur barang.",4,1,"aplikasi shopeenya sanggat bagus.. hanya kecewa sama pengiriman dari spx ekspressnya sudah pakai pengiriman secara standar reguler bukan hemat.. barang datang lama dan juga ya ada pengalaman buruk katanya paketnya hilang, padahal didepan mata sendiri paketnya ada kemudian katanya akan balik ke seller nyatanya gak dong... gimana tuh ya... emang si dana itu balik tapi fisiknya dikemanain itu ... mohon untuk pengiriman melalui shopee ekspres di pertegas lagi agar tidak sembarang retur barang.","aplikasi shopeenya sanggat bagus.. kecewa pengiriman spx ekspressnya pakai pengiriman standar reguler hemat.. barang ya pengalaman buruk paketnya hilang, didepan mata paketnya seller gak dong... gimana tuh ya... emang si dana fisiknya dikemanain ... mohon pengiriman shopee ekspres pertegas sembarang retur barang.","aplikasi shopeenya sanggat bagus.. kecewa pengiriman spx ekspressnya pakai pengiriman standar reguler hemat.. barang ya pengalaman buruk paketnya hilang, didepan mata paketnya seller gak dong... gimana tuh ya... emang si dana fisiknya dikemanain ... mohon pengiriman shopee ekspres pertegas sembarang retur barang.","['aplikasi', 'shopeenya', 'sanggat', 'bagus', '..', 'kecewa', 'pengiriman', 'spx', 'ekspressnya', 'pakai', 'pengiriman', 'standar', 'reguler', 'hemat', '..', 'barang', 'ya', 'pengalaman', 'buruk', 'paketnya', 'hilang', ',', 'didepan', 'mata', 'paketnya', 'seller', 'gak', 'dong', '...', 'gimana', 'tuh', 'ya', '...', 'emang', 'si', 'dana', 'fisiknya', 'dikemanain', '...', 'mohon', 'pengiriman', 'shopee', 'ekspres', 'pertegas', 'sembarang', 'retur', 'barang', '.']",aplikasi shopeenya sanggat bagus  kecewa kirim spx ekspressnya pakai kirim standar reguler hemat  barang ya alam buruk paket hilang  depan mata paket seller gak dong  gimana tuh ya  emang si dana fisik dikemanain  mohon kirim shopee ekspres tegas sembarang retur barang 
